question_id,correct_answer,numerical_answer,answer_status,answer_confidence,answer_source,answer_source_url,verification_method
JM_2026_S2_0402_SHIFT1_CHE_Q067,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT1_CHE_Q068,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT1_CHE_Q069,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT1_CHE_Q070,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT1_CHE_Q071,33,33.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT1_CHE_Q072,14,14.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT1_CHE_Q073,17,17.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT1_CHE_Q074,41,41.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT1_CHE_Q075,727,727.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q001,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q002,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q003,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q004,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q005,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q006,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q007,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q008,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q009,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q010,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q011,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q012,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q013,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q014,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q015,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q016,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q017,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q018,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q019,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q020,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q021,120,120.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q022,34,34.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q023,18,18.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q024,24,24.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_MAT_Q025,10,10.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q026,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q027,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q028,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q029,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q030,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q031,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q032,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q033,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q034,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q035,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q036,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q037,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q038,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q039,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q040,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q041,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q042,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q043,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q044,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q045,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q046,6,6.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q047,32,32.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q048,300,300.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q049,20,20.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_PHY_Q050,60,60.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q051,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q052,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q053,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q054,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q055,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q056,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q057,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q058,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q059,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q060,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q061,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q062,B,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q063,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q064,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q065,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q066,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q067,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q068,C,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q069,D,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q070,A,,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q071,5,5.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
JM_2026_S2_0402_SHIFT2_CHE_Q072,20,20.0,OFFICIAL_VERIFIED,HIGH,NTA Final Answer Key,https://jeemain.nta.nic.in/,OFFICIAL_FINAL_KEY
