question_id,exam,year,session,exam_date,shift,paper,subject,chapter,topic,question_type,original_question_number,correct_answer,numerical_answer,answer_status,answer_confidence,marks_correct,marks_incorrect,image_asset_path,source_pdf,source_page,display_badge
JM_2026_S2_0402_SHIFT1_MAT_Q011,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Indefinite and Definite Integration,Properties of Definite Integrals,SINGLE_CORRECT_MCQ,11,B,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q011\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,5,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q012,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Indefinite and Definite Integration,Properties of Definite Integrals,SINGLE_CORRECT_MCQ,12,A,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q012\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,5,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q013,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Indefinite and Definite Integration,Properties of Definite Integrals,SINGLE_CORRECT_MCQ,13,C,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q013\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,6,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q014,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Indefinite and Definite Integration,Properties of Definite Integrals,SINGLE_CORRECT_MCQ,14,D,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q014\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,6,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q015,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Indefinite and Definite Integration,Properties of Definite Integrals,SINGLE_CORRECT_MCQ,15,D,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q015\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,6,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q016,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Indefinite and Definite Integration,Properties of Definite Integrals,SINGLE_CORRECT_MCQ,16,C,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q016\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,7,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q017,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Indefinite and Definite Integration,Properties of Definite Integrals,SINGLE_CORRECT_MCQ,17,D,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q017\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,7,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q018,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Indefinite and Definite Integration,Properties of Definite Integrals,SINGLE_CORRECT_MCQ,18,D,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q018\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,7,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q019,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Vector Algebra and 3D Geometry,Plane and Shortest Distance Between Lines,SINGLE_CORRECT_MCQ,19,C,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q019\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,8,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q020,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Vector Algebra and 3D Geometry,Plane and Shortest Distance Between Lines,SINGLE_CORRECT_MCQ,20,A,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q020\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,8,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q021,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Vector Algebra and 3D Geometry,Plane and Shortest Distance Between Lines,NUMERICAL,21,4,4.0,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q021\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,9,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q022,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Vector Algebra and 3D Geometry,Plane and Shortest Distance Between Lines,NUMERICAL,22,91,91.0,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q022\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,9,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q023,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Vector Algebra and 3D Geometry,Plane and Shortest Distance Between Lines,NUMERICAL,23,81,81.0,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q023\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,9,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q024,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Vector Algebra and 3D Geometry,Plane and Shortest Distance Between Lines,NUMERICAL,24,8,8.0,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q024\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,9,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_MAT_Q025,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Mathematics,Vector Algebra and 3D Geometry,Plane and Shortest Distance Between Lines,NUMERICAL,25,192,192.0,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_MAT_Q025\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,10,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q026,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,26,B,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q026\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,10,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q027,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,27,D,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q027\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,10,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q028,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,28,D,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q028\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,11,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q029,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,29,B,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q029\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,11,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q030,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,30,D,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q030\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,12,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q031,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,31,A,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q031\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,12,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q032,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,32,D,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q032\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,12,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q033,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,33,B,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q033\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,13,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q034,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,34,B,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q034\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,13,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q035,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,35,B,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q035\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,14,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q036,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,36,D,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q036\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,14,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q037,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,37,D,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q037\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,15,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q038,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,38,C,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q038\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,15,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q039,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,39,C,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q039\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,16,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q040,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,40,D,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q040\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,16,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q041,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,41,C,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q041\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,16,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q042,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,42,D,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q042\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,17,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q043,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,43,C,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q043\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,17,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q044,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,44,A,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q044\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,18,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
JM_2026_S2_0402_SHIFT1_PHY_Q045,JEE_MAIN,2026,Session 2,2026-04-02,Shift 1,Paper 1 (B.E./B.Tech),Physics,Modern Physics,Photoelectric Effect,SINGLE_CORRECT_MCQ,45,D,,OFFICIAL_VERIFIED,HIGH,4.0,-1.0,JEE_MAIN\images\JM_2026_S2_0402_SHIFT1_PHY_Q045\question_diagram.png,JEE_Main_PYQ_Archive\2026\Session-2\Question-Papers\JEE_Main_2026_Session-2_2026-04-02_Shift-1_Question-Paper.pdf,18,[JEE MAIN] [2026] [Session 2 • 02 Apr • Shift 1]
