year,session,paper,exam_date,shift,document_type,title,official_source_page_url,direct_document_url,local_filename,download_status,http_status,file_size_bytes,sha256_hash,date_downloaded,notes
2026,Session-2,Paper-1,,,Final-Answer-Key,Final Answer Keys for JEE(Main) – 2026 [Session-II] (B.E. / B. Tech),https://jeemain.nta.nic.in/,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2026/04/20260420409057044.pdf,2026\Session-2\Answer-Keys\JEE_Main_2026_Session-2_Paper-1_Final-Answer-Key.pdf,success,200,33395,07c89e20741c17f14a000501d6f79055d09834692de0dcb792bf237b77e1c7f9,2026-09-20 12:29:49,Verified authentic PDF
2026,Session-1,Paper-2,,,Final-Answer-Key,Final Answer Keys for JEE(Main) – 2026 [Session-1] [Paper-II (B.Arch / B.Planning)],https://jeemain.nta.nic.in/,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2026/02/202602231290909219.pdf,2026\Session-1\Answer-Keys\JEE_Main_2026_Session-1_Paper-2_Final-Answer-Key.pdf,success,200,18711,67b966b4b9d0c55a24ce732cafe3e024f20edbaaae4db0ef0b573a33b417e73b,2026-09-20 12:29:50,Verified authentic PDF
2026,Session-1,Paper-1,,,Final-Answer-Key,"Final Answer Keys of JEE (Main)–2026 [Session-I] Paper-1 for candidates who appeared at centres within India and outside India, along with Option IDs – Paper-1 (B.E./B.Tech)",https://jeemain.nta.nic.in/,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2026/02/202602161216637872.pdf,2026\Session-1\Answer-Keys\JEE_Main_2026_Session-1_Paper-1_Final-Answer-Key.pdf,success,200,35822,06b0bb57d4cf2a52dc6210a7cc98b1b8bd112bc916cbb5e8a518d580f195077a,2026-09-20 12:29:51,Verified authentic PDF
2026,Session-1,Paper-1,,,Final-Answer-Key,Final Answer Keys of JEE(Main)-2026 [Session-I] [Paper-I (B.E. / B.Tech)],https://jeemain.nta.nic.in/,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2026/02/20260216459398513.pdf,2026\Session-1\Answer-Keys\JEE_Main_2026_Session-1_Paper-1_Final-Answer-Key_2.pdf,success,200,25169,51a9b929ea4577ddfaaefa59640b70f072ff476f9a50eaf1259599b3cfc617e0,2026-09-20 12:29:51,Verified authentic PDF
2022,Session-2,Paper-1,,,Question-Paper,Subject (English) – Display of Provisional Answer Keys and Question Paper with Recorded Responses for Answer Key Challenge for Joint Entrance Examination (Main) – 2022 Session 2 (July 2022),https://jeemain.nta.nic.in/?s=question+paper,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2022/08/2022080394.pdf,2022\Session-2\Question-Papers\JEE_Main_2022_Session-2_Question-Paper.pdf,success,200,843302,7c88008003adc4346acdedfadd4eb9eb54122de58ff50073e700e3b8c7e2be4f,2026-09-20 12:29:52,Verified authentic PDF
2022,Session-1,Paper-1,2022-07-03,,Question-Paper,PUBLIC NOTICE 03 July 2022 Sub: Extension for Duration of Display of Provisional Answer Keys and Question Paper with Recorded Responses for Answer Key Challenge for JEE (Main) – 2022 Session 1 – Reg.,https://jeemain.nta.nic.in/?s=question+paper,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2022/07/2022070478.pdf,2022\Session-1\Question-Papers\JEE_Main_2022_Session-1_2022-07-03_Question-Paper.pdf,success,200,955788,eee05b5f29a40359c88f645330ab7a40b06634c451fc15ab7af8ccd351de661f,2026-09-20 12:29:53,Verified authentic PDF
2022,Session-1,Paper-1,2022-07-03,,Question-Paper,PUBLIC NOTICE 03 July 2022 Sub: Extension for Duration of Display of Provisional Answer Keys and Question Paper with Recorded Responses for Answer Key Challenge for JEE (Main) – 2022 Session 1 – Reg.,https://jeemain.nta.nic.in/?s=question+paper,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2022/07/2022070382.pdf,2022\Session-1\Question-Papers\JEE_Main_2022_Session-1_2022-07-03_Question-Paper.pdf,skipped_duplicate,200,955788,eee05b5f29a40359c88f645330ab7a40b06634c451fc15ab7af8ccd351de661f,2026-09-20 12:29:54,Duplicate of JEE_Main_2022_Session-1_2022-07-03_Question-Paper.pdf
2022,Session-1,Paper-1,,,Question-Paper,Subject (for English) – Display of Provisional Answer Keys and Question Paper with Recorded Responses for Answer Key Challenge for JEE (Main) – 2022 Session 1,https://jeemain.nta.nic.in/?s=question+paper,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2022/07/2022070216.pdf,2022\Session-1\Question-Papers\JEE_Main_2022_Session-1_Question-Paper.pdf,success,200,1208460,46d483eba584492e3f6a545df623b815dcc6bd7ac8c5d764bebcc9d263c915e9,2026-09-20 12:29:55,Verified authentic PDF
2022,Session-General,Paper-1,2021-09-06,,Question-Paper,PUBLIC NOTICE 06 September 2021 Subject: Display of Provisional Answer Keys and Question Paper with Recorded Responses for Answer Key Challenge for JEE (Main) – 2021 Session – 4 for Paper 1 (B.E./B.Tech.) – Reg.,https://jeemain.nta.nic.in/?s=question+paper,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2022/01/2022012139.pdf,2022\Session-General\Question-Papers\JEE_Main_2022_Session-General_2021-09-06_Question-Paper.pdf,success,200,560295,fcacc355635baa7fbc06ed03b7a307b95cbaf2a6f9e7554058d3f35c8d6e0739,2026-09-20 12:29:56,Verified authentic PDF
2022,Session-4,Paper-2,2021-09-28,,Question-Paper,PUBLIC NOTICE 28 September 2021 Subject: Display of Provisional Answer Keys and Question Paper with Recorded Responses for Answer Key Challenge for JEE (Main) 2021 Session 4 for Paper 2A(B.Arch.) and Paper 2B (B.Planning) Reg.,https://jeemain.nta.nic.in/?s=question+paper,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2022/01/2022012196.pdf,2022\Session-4\Question-Papers\JEE_Main_2022_Session-4_2021-09-28_Question-Paper.pdf,success,200,556452,560c22164c504396b19558fd9b07af42ec7f54c79c18a3d52647edf0a9f441ef,2026-09-20 12:29:57,Verified authentic PDF
2025,Session-2,Paper-2,,,Final-Answer-Key,Final Answer Keys for JEE(Main)-2025 Session-2 [Paper-II] (B.Arch/ B.Planning)  Accessible Version :View(18 KB),https://jeemain.nta.nic.in/?s=final+answer+key,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2025/05/2025052254.pdf,2025\Session-2\Answer-Keys\JEE_Main_2025_Session-2_Paper-2_Final-Answer-Key.pdf,success,200,18270,60e530198c62c780c13ec1e228aadced039128c641dc95e6374ef0b754252d68,2026-09-20 12:29:58,Verified authentic PDF
2025,Session-2,Paper-2,,,Final-Answer-Key,Final Answer Key for JEE(Main)-2025 Session-2 [Paper-II](B.Arch / B.Planning)  Accessible Version :View(18 KB),https://jeemain.nta.nic.in/?s=final+answer+key,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2025/05/2025052147.pdf,2025\Session-2\Answer-Keys\JEE_Main_2025_Session-2_Paper-2_Final-Answer-Key_2.pdf,success,200,18617,4cba9a51411825b48f6adb925b157753021b470ee54a72b27d6f705ea99de7d1,2026-09-20 12:29:59,Verified authentic PDF
2025,Session-2,Paper-1,,,Final-Answer-Key,Final Answer Keys for JEE(Main) 2025 Session-2 [Paper-1 (B.E./B.Tech)]  Accessible Version :View(279 KB),https://jeemain.nta.nic.in/?s=final+answer+key,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2025/04/2025041892.pdf,2025\Session-2\Answer-Keys\JEE_Main_2025_Session-2_Paper-1_Final-Answer-Key.pdf,success,200,286072,b00208d79179a4a69bb2fdd3176cfee9e0a0b02b01bd10da45bf617aa1ec8453,2026-09-20 12:30:00,Verified authentic PDF
2025,Session-General,Paper-1,,,Final-Answer-Key,Release of Final Answer Keys of JEE (Main)-2025 Examination  Accessible Version :View(276 KB),https://jeemain.nta.nic.in/?s=final+answer+key,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2025/04/2025041831.pdf,2025\Session-General\Answer-Keys\JEE_Main_2025_Session-General_Paper-1_Final-Answer-Key.pdf,success,200,282570,896f8715e4285ff337a586618b5b95c3be6b082a35550547bd5f1d111244a700,2026-09-20 12:30:01,Verified authentic PDF
2025,Session-1,Paper-2,,,Final-Answer-Key,Final Answer Key for JEE(Main)-2025 Session-1 Paper-2(B.Plan/B.Arch),https://jeemain.nta.nic.in/?s=final+answer+key,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2025/02/2025022236.pdf,2025\Session-1\Answer-Keys\JEE_Main_2025_Session-1_Paper-2_Final-Answer-Key.pdf,success,200,18251,06cbe65cf9e951f5b892e0e97ebfcb16a2fe45f399172d7241e4fa8bc3b3b3cd,2026-09-20 12:30:01,Verified authentic PDF
2025,Session-General,Paper-1,,,Final-Answer-Key,JEE (Main) – 2025 : SESSION – 1 FINAL ANSWER KEY OF B.E. / B.Tech AS ON 10.02.2025,https://jeemain.nta.nic.in/?s=final+answer+key,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2025/02/2025021039.pdf,2025\Session-General\Answer-Keys\JEE_Main_2025_Session-General_Paper-1_Final-Answer-Key_2.pdf,success,200,36794,b5135ccf76baea695ba5b6f201f6f3fe682936ff61e73b423126c6daf5c94ace,2026-09-20 12:30:02,Verified authentic PDF
2025,Session-General,Paper-1,,,Final-Answer-Key,JEE (Main) – 2025 : SESSION – 1 FINAL ANSWER KEY OF B.E. / B.Tech AS ON 09.02.2025,https://jeemain.nta.nic.in/?s=final+answer+key,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2025/02/2025021053.pdf,2025\Session-General\Answer-Keys\JEE_Main_2025_Session-General_Paper-1_Final-Answer-Key_3.pdf,success,200,36596,d148d6d49fc1aefd686e9a3c423ae45d9458ed46f4f6e28eef92753ac073c25e,2026-09-20 12:30:03,Verified authentic PDF
2023,Session-1,Paper-2,,,Answer-Key,Answer Key of JEE (Main) Session-1 2023 of Paper-2.,https://jeemain.nta.nic.in/?s=session+1+answer+key,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2023/02/2023022713.pdf,2023\Session-1\Answer-Keys\JEE_Main_2023_Session-1_Paper-2_Answer-Key.pdf,success,200,13914,3f5e66b295b6763c2b6b75190b4ee896758d7c3f6c73088890be4a680a3f83a1,2026-09-20 12:30:04,Verified authentic PDF
2023,Session-General,Paper-1,,,Final-Answer-Key,JEE MAIN (2023): FINAL ANSWER KEYS Paper 1 – B.E. / B.Tech,https://jeemain.nta.nic.in/?s=paper+1,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2023/02/2023020697.pdf,2023\Session-General\Answer-Keys\JEE_Main_2023_Session-General_Paper-1_Final-Answer-Key.pdf,success,200,277512,54d7a2af9efc68b3af26dce84fc5185b552d922bb5cb1345a2e1b913c261af0d,2026-09-20 12:30:04,Verified authentic PDF
2023,Session-General,Paper-1,,,Final-Answer-Key,JEE MAIN (2023): FINAL PROVISIONAL ANSWER KEYS Paper 1 – B.E. / B.Tech,https://jeemain.nta.nic.in/?s=paper+1,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2023/02/2023020578.pdf,2023\Session-General\Answer-Keys\JEE_Main_2023_Session-General_Paper-1_Final-Answer-Key_2.pdf,success,200,273698,9e130698658269a367c64d7a0093c4bd15994ae6c4043eb93ab2c2f8bc5c7f22,2026-09-20 12:30:05,Verified authentic PDF
2022,Session-2,Paper-2,,,Answer-Key,NATIONAL TESTING AGENCYJoint Entrance Examination (Main) – April / September 2020 ANSWER KEYSPaper 2 – B.Arch / B.Planning,https://jeemain.nta.nic.in/?s=paper+2,https://cdnbbsr.s3waas.gov.in/s3f8e59f4b2fe7c5705bf878bbd494ccdf/uploads/2022/01/2022012152.pdf,2022\Session-2\Answer-Keys\JEE_Main_2022_Session-2_Paper-2_Answer-Key.pdf,success,200,76801,1d13fb4adce3ce65367bc18803b238f8a8a734b4a3cc20e399cffd8a51257632,2026-09-20 12:30:06,Verified authentic PDF
2026,Session-General,Paper-2,,,Final-Answer-Key,Final Answer Keys for JEE(Main) - 2026 Paper-II [B.Arch / B.Planning],https://nta.ac.in/Downloads,https://nta.ac.in/Download/Notice/Notice_20260504155839.pdf,2026\Session-General\Answer-Keys\JEE_Main_2026_Session-General_Paper-2_Final-Answer-Key.pdf,skipped_duplicate,200,18115,edd30ed7e01be0b69915ac106279be3b45c465ff81a5981ca90695d68a55bf4a,2026-09-20 12:30:07,Duplicate of JEE_Main_2026_Session-General_Paper-2_Final-Answer-Key.pdf
2026,Session-2,Paper-1,,,Final-Answer-Key,Final Answer Keys for JEE(Main) - 2026 [Session-II] (B.E. / B. Tech),https://nta.ac.in/Downloads,https://nta.ac.in/Download/Notice/Notice_20260420132025.pdf,2026\Session-2\Answer-Keys\JEE_Main_2026_Session-2_Paper-1_Final-Answer-Key.pdf,skipped_duplicate,200,33395,07c89e20741c17f14a000501d6f79055d09834692de0dcb792bf237b77e1c7f9,2026-09-20 12:30:08,Duplicate of JEE_Main_2026_Session-2_Paper-1_Final-Answer-Key.pdf
2025,Session-General,Paper-1,,,Final-Answer-Key,JEE (Main) – 2025 : SESSION – 1 FINAL ANSWER KEY OF B.E. / B.Tech AS ON 09.02.2025,https://nta.ac.in/Downloads,https://nta.ac.in/Download/Notice/Notice_20250210115032.pdf,2025\Session-General\Answer-Keys\JEE_Main_2025_Session-General_Paper-1_Final-Answer-Key_2.pdf,skipped_duplicate,200,36794,b5135ccf76baea695ba5b6f201f6f3fe682936ff61e73b423126c6daf5c94ace,2026-09-20 12:30:09,Duplicate of JEE_Main_2025_Session-General_Paper-1_Final-Answer-Key_2.pdf
2024,Session-2,Paper-1,2024-04-22,,Final-Answer-Key,"Final Answer Keys for the JEE (Main) - 2024 Session 2, dated 22 April 2024",https://nta.ac.in/Downloads,https://nta.ac.in/Download/Notice/Notice_20240424132602.pdf,2024\Session-2\Answer-Keys\JEE_Main_2024_Session-2_2024-04-22_Paper-1_Final-Answer-Key.pdf,success,200,23615,3d3dd32ffc8b637b48656739ab5e360822481cfb5a127f17fcba0ffbe84ba757,2026-09-20 12:30:09,Verified authentic PDF
2024,Session-2,Paper-1,,,Final-Answer-Key,Final Answer Keys for the JEE (Main) - 2024 Session 2,https://nta.ac.in/Downloads,https://nta.ac.in/Download/Notice/Notice_20240422121837.pdf,2024\Session-2\Answer-Keys\JEE_Main_2024_Session-2_Paper-1_Final-Answer-Key.pdf,success,200,23621,f310995149d4e1d8a3f6b3b1bc121793e99caabe58c9438c12cdcfb09b2b2823,2026-09-20 12:30:10,Verified authentic PDF
2024,Session-1,Paper-2,,,Final-Answer-Key,Final Answer Keys for Paper 2 (B.Arch. / B.Planning) of the JEE (Main) - 2024 Session-1,https://nta.ac.in/Downloads,https://nta.ac.in/Download/Notice/Notice_20240304205411.pdf,2024\Session-1\Answer-Keys\JEE_Main_2024_Session-1_Paper-2_Final-Answer-Key.pdf,success,200,13744,d98c3a6c444538381880e31677e03013bc4e5a90f5e6d840e43983713d2f35c7,2026-09-20 12:30:11,Verified authentic PDF
2024,Session-1,Paper-1,2024-01-31,,Final-Answer-Key,"Final Answer Keys for Paper 1 (B.E./B.Tech.) of the JEE (Main) - 2024 Session 1 held on 27, 29, 30, 31 January 2024 and 01 February 2024",https://nta.ac.in/Downloads,https://nta.ac.in/Download/Notice/Notice_20240212120843.pdf,2024\Session-1\Answer-Keys\JEE_Main_2024_Session-1_2024-01-31_Paper-1_Final-Answer-Key.pdf,success,200,23553,2eee0c466f49712827c46945db029ddc163c3d562feda763113783a2b151f9d6,2026-09-20 12:30:12,Verified authentic PDF
2023,Session-2,Paper-1,,,Question-Paper,1022 Display of Provisional Answer Keys and Question Paper with Recorded Responses for Answer Key Challenge for Joint Entrance Examination JEE (Main) – 2023 Session 2 - Reg.,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20230419201035.pdf,2023\Session-2\Question-Papers\JEE_Main_2023_Session-2_Question-Paper.pdf,success,200,1223930,0982f5c8a20381785f8ebb2d55289c8561042cc36c4aa8b4000e5a9f0e507ab4,2026-09-20 12:30:13,Verified authentic PDF
2022,Session-2,Paper-1,,,Final-Answer-Key,1195 NATIONAL TESTING AGENCY JEE - 2022 (Session 2) - PROVISIONAL FINAL KEY B.E/B.Tech.(Paper I),https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20220807072316.pdf,2022\Session-2\Answer-Keys\JEE_Main_2022_Session-2_Paper-1_Final-Answer-Key.pdf,success,200,57183,a6fc2f3d8fbd1bb5a4bbe6c3d20683d1cddf082a46ec33fc156e7ec1e88fab32,2026-09-20 12:30:14,Verified authentic PDF
2022,Session-2,Paper-1,,,Question-Paper,1201 Subject (English) - Display of Provisional Answer Keys and Question Paper with Recorded Responses for Answer Key Challenge for Joint Entrance Examination (Main) – 2022 Session 2 (July 2022),https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20220803205533.pdf,2022\Session-2\Question-Papers\JEE_Main_2022_Session-2_Question-Paper.pdf,skipped_duplicate,200,843302,7c88008003adc4346acdedfadd4eb9eb54122de58ff50073e700e3b8c7e2be4f,2026-09-20 12:30:15,Duplicate of JEE_Main_2022_Session-2_Question-Paper.pdf
2022,Session-1,Paper-1,,,Final-Answer-Key,1231 JEE(Main) - 2022 (Session 1) - PROVISIONAL FINAL KEY B.E/B.Tech.(Paper I),https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20220706175655.pdf,2022\Session-1\Answer-Keys\JEE_Main_2022_Session-1_Paper-1_Final-Answer-Key.pdf,success,200,60644,5dcc37033205cc69714d08514a9bc7c819cd80700a07c67e3709eabb704c41a4,2026-09-20 12:30:16,Verified authentic PDF
2022,Session-1,Paper-1,2022-07-03,,Question-Paper,1234 PUBLIC NOTICE 03 July 2022 Sub: Extension for Duration of Display of Provisional Answer Keys and Question Paper with Recorded Responses for Answer Key Challenge for JEE (Main) – 2022 Session 1 - Reg.,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20220703210359.pdf,2022\Session-1\Question-Papers\JEE_Main_2022_Session-1_2022-07-03_Question-Paper.pdf,skipped_duplicate,200,955788,eee05b5f29a40359c88f645330ab7a40b06634c451fc15ab7af8ccd351de661f,2026-09-20 12:30:17,Duplicate of JEE_Main_2022_Session-1_2022-07-03_Question-Paper.pdf
2022,Session-1,Paper-1,,,Question-Paper,1236 Subject (for English) - Display of Provisional Answer Keys and Question Paper with Recorded Responses for Answer Key Challenge for JEE (Main) – 2022 Session 1,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20220702204623.pdf,2022\Session-1\Question-Papers\JEE_Main_2022_Session-1_Question-Paper.pdf,skipped_duplicate,200,1208460,46d483eba584492e3f6a545df623b815dcc6bd7ac8c5d764bebcc9d263c915e9,2026-09-20 12:30:18,Duplicate of JEE_Main_2022_Session-1_Question-Paper.pdf
2021,Session-4,Paper-2,,,Final-Answer-Key,1427 NATIONAL TESTING AGENCY JEE (Main) SESSION - 4  (2021) FINAL ANSWER KEY OF PAPER-2 ON WHICH RESULT COMPILED ON 05.10.2021,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20211005234236.pdf,2021\Session-4\Answer-Keys\JEE_Main_2021_Session-4_Paper-2_Final-Answer-Key.pdf,success,200,19754,9766f38fa02b8a623dea9f5a7f1313587b2b94430e3ae857fd14bd9831a9528b,2026-09-20 12:30:18,Verified authentic PDF
2021,Session-General,Paper-2,2021-09-28,,Question-Paper,1435 PUBLIC NOTICE  28 September 2021 Subject: Display of Provisional Answer Keys and Question Paper with Recorded                  Responses for Answer Key Challenge for JEE (Main) – 2021 Session – 4 for   Paper 2A(B.Arch.) and Paper 2B (B.Planning)  - Reg.,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20210928163256.pdf,2022\Session-4\Question-Papers\JEE_Main_2022_Session-4_2021-09-28_Question-Paper.pdf,skipped_duplicate,200,556452,560c22164c504396b19558fd9b07af42ec7f54c79c18a3d52647edf0a9f441ef,2026-09-20 12:30:19,Duplicate of JEE_Main_2022_Session-4_2021-09-28_Question-Paper.pdf
2021,Session-4,Paper-1,,,Final-Answer-Key,"1445 NATIONAL TESTING AGENCY JEE (Main) Session - 4,  2021 FINAL ANSWER KEY  ON Which Result Compiled on 15.09.2021",https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20210915141450.pdf,2021\Session-4\Answer-Keys\JEE_Main_2021_Session-4_Paper-1_Final-Answer-Key.pdf,success,200,19689,3d9e0aa5da24884ca8eaa105b8f38b8461e0d45f3df2dacc1c29fc6ecdb31783,2026-09-20 12:30:20,Verified authentic PDF
2021,Session-General,Paper-1,2021-09-06,,Question-Paper,1455 PUBLIC NOTICE   06 September 2021   Subject: Display of Provisional Answer Keys and Question Paper with Recorded   Responses for Answer Key Challenge for JEE (Main) – 2021 Session – 4 for   Paper 1 (B.E./B.Tech.) - Reg.,https://nta.ac.in/NoticeBoardArchive,https://nta.ac.in/Download/Notice/Notice_20210906192355.pdf,2022\Session-General\Question-Papers\JEE_Main_2022_Session-General_2021-09-06_Question-Paper.pdf,skipped_duplicate,200,560295,fcacc355635baa7fbc06ed03b7a307b95cbaf2a6f9e7554058d3f35c8d6e0739,2026-09-20 12:30:21,Duplicate of JEE_Main_2022_Session-General_2021-09-06_Question-Paper.pdf
